GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
VadereState,org.vadere.state.attributes.processor,AttributesTestEvacuationTimeProcessor,40,0,0,0,15,0,7,0,7,0
VadereState,org.vadere.state.attributes.processor,AttributesQueueWidthProcessor,87,0,4,0,23,0,11,0,9,0
VadereState,org.vadere.state.attributes.processor,AttributesMeanAreaDensityVoronoiProcessor,12,0,0,0,5,0,3,0,3,0
VadereState,org.vadere.state.attributes.processor,AttributesProcessor,3,0,0,0,1,0,1,0,1,0
VadereState,org.vadere.state.attributes.processor,AttributesPedestrianDensityCountingProcessor,12,0,0,0,5,0,3,0,3,0
VadereState,org.vadere.state.attributes.processor,AttributesFundamentalDiagramBProcessor,21,0,0,0,9,0,5,0,5,0
VadereState,org.vadere.state.attributes.processor,AttributesMeanFlowProcessor,21,0,0,0,9,0,5,0,5,0
VadereState,org.vadere.state.attributes.processor,AttributesPedestrianLineCrossProcessor,35,0,0,0,11,0,5,0,5,0
VadereState,org.vadere.state.attributes.processor,AttributesPedestrianDensityGaussianProcessor,39,0,0,0,16,0,7,0,7,0
VadereState,org.vadere.state.attributes.processor,AttributesPedestrianEvacuationTimeProcessor,12,0,0,0,5,0,3,0,3,0
VadereState,org.vadere.state.attributes.processor,AttributesPedestrianDensityProcessor,12,0,0,0,5,0,3,0,3,0
VadereState,org.vadere.state.attributes.processor,AttributesFundamentalDiagramCProcessor,21,0,0,0,9,0,5,0,5,0
VadereState,org.vadere.state.attributes.processor,AttributesBonnMotionTrajectoryProcessor,40,0,0,0,13,0,7,0,7,0
VadereState,org.vadere.state.attributes.processor,AttributesEvacuationTimeProcessor,12,0,0,0,5,0,3,0,3,0
VadereState,org.vadere.state.attributes.processor,AttributesSpeedInAreaProcessorUsingAgentVelocity,27,0,0,0,11,0,5,0,5,0
VadereState,org.vadere.state.attributes.processor,AttributesAreaSpeedProcessor,21,0,0,0,9,0,5,0,5,0
VadereState,org.vadere.state.attributes.processor,AttributesAreaDensityGridCountingProcessor,15,0,0,0,6,0,3,0,3,0
VadereState,org.vadere.state.attributes.processor,AttributesPedStimulusCountingProcessor,39,0,0,0,15,0,7,0,7,0
VadereState,org.vadere.state.attributes.processor,AttributesNumberOfGeneratedPedsProcessor,25,0,2,0,7,0,4,0,3,0
VadereState,org.vadere.state.psychology.perception,ThreatMemory,79,11,6,0,19,4,13,1,10,1
VadereState,org.vadere.state.attributes.models.seating,SeatRelativePosition,21,0,0,0,2,0,1,0,1,0
VadereState,org.vadere.state.attributes.models.seating,ValueWithProbabilityFraction,27,0,0,0,8,0,5,0,5,0
VadereState,org.vadere.state.attributes.models.seating,SeatSide,15,0,0,0,2,0,1,0,1,0
VadereState,org.vadere.state.attributes.models.seating,SeatFacingDirection,15,0,0,0,2,0,1,0,1,0
VadereState,org.vadere.state.psychology.perception.presettings,StimulusPresettings,123,0,2,0,20,0,3,0,2,0
VadereState,org.vadere.state.attributes.models.seating.model,SeatPosition,27,0,0,0,2,0,1,0,1,0
VadereState,org.vadere.state.psychology.perception.json,StimulusInfo,3,14,0,0,1,6,1,4,1,4
VadereState,org.vadere.state.psychology.perception.json,StimulusInfoStore,141,15,2,0,36,6,2,3,1,3
VadereState,org.vadere.state.attributes.models,AttributesFloorField,57,38,2,0,22,15,14,3,13,3
VadereState,org.vadere.state.attributes.models,AttributesCA,122,0,0,0,39,0,20,0,20,0
VadereState,org.vadere.state.attributes.models,AttributesParticles,17,0,0,0,6,0,3,0,3,0
VadereState,org.vadere.state.attributes.models,AttributesSeating,113,0,0,0,22,0,7,0,7,0
VadereState,org.vadere.state.attributes.models,AttributesPotentialRingExperiment,49,0,0,0,15,0,8,0,8,0
VadereState,org.vadere.state.attributes.models,AttributesPotentialParticles,27,0,0,0,9,0,5,0,5,0
VadereState,org.vadere.state.attributes.models,AttributesSingleTargetStrategy,9,0,0,0,3,0,2,0,2,0
VadereState,org.vadere.state.attributes.models,AttributesPotentialCompactSoftshell,51,0,0,0,17,0,9,0,9,0
VadereState,org.vadere.state.attributes.models,AttributesCGM,15,0,0,0,5,0,3,0,3,0
VadereState,org.vadere.state.attributes.models,AttributesReynolds,3,0,0,0,1,0,1,0,1,0
VadereState,org.vadere.state.attributes.models,AttributesGNM,35,0,0,0,12,0,6,0,6,0
VadereState,org.vadere.state.attributes.models,AttributesSelfCatThreat,17,0,0,0,5,0,3,0,3,0
VadereState,org.vadere.state.attributes.models,AttributesSIRG,21,0,0,0,7,0,4,0,4,0
VadereState,org.vadere.state.attributes.models,AttributesSFM,35,0,0,0,12,0,6,0,6,0
VadereState,org.vadere.state.attributes.models,AttributesOSM,122,0,0,0,39,0,20,0,20,0
VadereState,org.vadere.state.attributes.models,AttributesODEIntegrator,9,24,0,0,3,8,3,3,3,3
VadereState,org.vadere.state.attributes.models,AttributesPotentialOSM,75,0,0,0,25,0,13,0,13,0
VadereState,org.vadere.state.attributes.models,TimeCostFunctionType,0,45,0,0,0,8,0,1,0,1
VadereState,org.vadere.state.attributes.models,AttributesPotentialCompact,45,0,0,0,15,0,8,0,8,0
VadereState,org.vadere.state.attributes.models,AttributesTimeCost.LoadingType,0,27,0,0,0,5,0,1,0,1
VadereState,org.vadere.state.attributes.models,AttributesBHM,217,0,0,0,71,0,36,0,36,0
VadereState,org.vadere.state.attributes.models,AttributesTimeCost,33,36,0,0,11,12,11,1,11,1
VadereState,org.vadere.state.attributes.models,AttributesOVM,45,0,0,0,14,0,7,0,7,0
VadereState,org.vadere.state.attributes.models,AttributesPotentialSFM,27,0,0,0,9,0,5,0,5,0
VadereState,org.vadere.state.attributes.models,AttributesBMM,21,0,0,0,7,0,4,0,4,0
VadereState,org.vadere.state.attributes.models,AttributesQueuingGame,18,0,0,0,6,0,6,0,6,0
VadereState,org.vadere.state.attributes.models,AttributesPotentialGNM,27,0,0,0,9,0,5,0,5,0
VadereState,org.vadere.state.attributes.models,AttributesSTOM,21,0,0,0,7,0,4,0,4,0
VadereState,org.vadere.state.attributes.models,AttributesGFM,123,0,0,0,41,0,21,0,21,0
VadereState,org.vadere.state.psychology.perception.types,Threat,33,59,0,0,5,16,4,7,4,7
VadereState,org.vadere.state.psychology.perception.types,KnowledgeItem,71,21,9,1,14,7,9,4,4,4
VadereState,org.vadere.state.psychology.perception.types,ChangeTarget,7,34,0,0,3,11,2,5,2,5
VadereState,org.vadere.state.psychology.perception.types,ElapsedTime,3,14,0,0,1,4,1,3,1,3
VadereState,org.vadere.state.psychology.perception.types,Wait,3,14,0,0,1,4,1,3,1,3
VadereState,org.vadere.state.psychology.perception.types,ChangeTargetScripted,102,0,0,0,34,0,17,0,17,0
VadereState,org.vadere.state.psychology.perception.types,StimulusFactory,56,0,10,0,13,0,7,0,2,0
VadereState,org.vadere.state.psychology.perception.types,Timeframe,72,34,0,0,14,12,5,6,5,6
VadereState,org.vadere.state.psychology.perception.types,WaitInArea,4,31,0,0,2,11,1,6,1,6
VadereState,org.vadere.state.psychology.perception.types,InformationStimulus,44,0,0,0,15,0,6,0,6,0
VadereState,org.vadere.state.psychology.perception.types,Stimulus,30,35,0,0,4,12,2,7,2,7
VadereState,org.vadere.state.psychology.cognition,SelfCategory,0,45,0,0,0,8,0,1,0,1
VadereState,org.vadere.state.psychology.cognition,GroupMembership,0,33,0,0,0,6,0,1,0,1
VadereState,org.vadere.state.psychology.cognition,UnsupportedSelfCategoryException,0,40,0,4,0,9,0,4,0,2
VadereState,org.vadere.state.attributes.scenario.builder,AttributesTargetBuilder,38,0,0,0,12,0,6,0,6,0
VadereState,org.vadere.state.attributes.scenario.builder,AttributesAgentBuilder,107,0,0,0,36,0,11,0,11,0
VadereState,org.vadere.state.attributes.scenario.builder,AttributesSourceBuilder,181,0,0,0,57,0,17,0,17,0
VadereState,org.vadere.state.attributes.scenario.builder,AttributesObstacleBuilder,26,0,0,0,8,0,4,0,4,0
VadereState,org.vadere.state.attributes.scenario.builder,AttributesStairsBuilder,55,0,0,0,16,0,7,0,7,0
VadereState,org.vadere.state.traci,TraCIExceptionInternal,22,0,0,0,9,0,5,0,5,0
VadereState,org.vadere.state.traci,TraCIException,56,0,0,0,13,0,9,0,9,0
VadereState,org.vadere.state.traci,CompoundObjectBuilder,92,0,6,0,25,0,10,0,7,0
VadereState,org.vadere.state.traci,CompoundObject.Iter,90,0,6,0,15,0,8,0,5,0
VadereState,org.vadere.state.traci,TraCICommandCreationException,20,0,0,0,8,0,4,0,4,0
VadereState,org.vadere.state.traci,CompoundObject,267,0,26,0,45,0,26,0,13,0
VadereState,org.vadere.state.traci,CompoundObjectProvider,4,0,0,0,1,0,1,0,1,0
VadereState,org.vadere.state.traci,TraCIDataType,211,0,4,0,29,0,6,0,4,0
VadereState,org.vadere.state.attributes.exceptions,AttributesNotFoundException,5,0,0,0,2,0,1,0,1,0
VadereState,org.vadere.state.attributes.exceptions,AttributesMultiplyDefinedException,5,0,0,0,2,0,1,0,1,0
VadereState,org.vadere.state.attributes,DefaultSealable,9,7,1,1,3,3,2,2,1,2
VadereState,org.vadere.state.attributes,AttributesSimulation,263,0,26,0,57,0,36,0,23,0
VadereState,org.vadere.state.attributes,AttributesPsychology,76,0,10,0,17,0,12,0,7,0
VadereState,org.vadere.state.attributes,AttributesStrategyModel,82,0,0,0,26,0,10,0,10,0
VadereState,org.vadere.state.attributes,ModelAttributeFactory,254,0,4,0,60,0,30,0,28,0
VadereState,org.vadere.state.attributes,AttributesPsychologyLayer,75,0,10,0,18,0,13,0,8,0
VadereState,org.vadere.state.attributes,AttributesEmbedShape,0,3,0,0,0,1,0,1,0,1
VadereState,org.vadere.state.attributes,Attributes,7,7,0,0,2,2,0,2,0,2
VadereState,org.vadere.state.attributes,AttributesBuilder,6,31,0,0,3,10,0,4,0,4
VadereState,org.vadere.state.attributes,ModelDefinition,54,0,2,0,16,0,7,0,6,0
VadereState,org.vadere.state.scenario,TargetChanger,135,0,14,0,41,0,24,0,17,0
VadereState,org.vadere.state.scenario,TargetPedestrian,89,0,12,0,27,0,16,0,10,0
VadereState,org.vadere.state.scenario,ScenarioElement,18,3,0,0,3,1,3,1,3,1
VadereState,org.vadere.state.scenario,Et423Geometry,17,0,0,0,8,0,8,0,8,0
VadereState,org.vadere.state.scenario,Car,118,0,2,0,24,0,10,0,9,0
VadereState,org.vadere.state.scenario,Pedestrian,239,70,12,0,62,15,37,4,31,4
VadereState,org.vadere.state.scenario,PedestrianPair,113,0,0,0,20,0,15,0,15,0
VadereState,org.vadere.state.scenario,Stairs.Tread,0,6,0,0,0,3,0,1,0,1
VadereState,org.vadere.state.scenario,TrainGeometry,117,0,4,0,21,0,8,0,6,0
VadereState,org.vadere.state.scenario,Obstacle,67,30,8,6,20,11,15,3,9,2
VadereState,org.vadere.state.scenario,DistributionFactory,0,66,0,0,0,17,0,4,0,4
VadereState,org.vadere.state.scenario,ModelPedestrian,3,0,0,0,1,0,1,0,1,0
VadereState,org.vadere.state.scenario,Teleporter,88,0,14,0,23,0,20,0,13,0
VadereState,org.vadere.state.scenario,Target,142,21,14,0,42,7,30,2,23,2
VadereState,org.vadere.state.scenario,Stairs,81,141,14,2,25,27,15,8,8,7
VadereState,org.vadere.state.scenario,NegativeExponentialDistribution,5,0,0,0,2,0,1,0,1,0
VadereState,org.vadere.state.scenario,PoissonDistribution,7,0,0,0,2,0,1,0,1,0
VadereState,org.vadere.state.scenario,DynamicElementContainer,334,54,53,1,79,12,45,2,18,2
VadereState,org.vadere.state.scenario,Topography,1480,211,123,1,292,46,171,7,109,7
VadereState,org.vadere.state.scenario,Agent,187,139,7,11,55,35,30,14,26,9
VadereState,org.vadere.state.scenario,TopographyIterator,154,0,24,0,31,0,17,0,5,0
VadereState,org.vadere.state.scenario,Source,100,0,14,0,32,0,19,0,12,0
VadereState,org.vadere.state.scenario,TargetChangerAlgorithmType,27,0,0,0,5,0,1,0,1,0
VadereState,org.vadere.state.scenario,ConstantDistribution,0,4,0,0,0,2,0,1,0,1
VadereState,org.vadere.state.scenario,AbsorbingArea,135,0,14,0,41,0,24,0,17,0
VadereState,org.vadere.state.scenario,MeasurementArea,178,0,26,0,54,0,30,0,17,0
VadereState,org.vadere.state.scenario,ReferenceCoordinateSystem,153,139,19,3,31,30,22,5,11,5
VadereState,org.vadere.state.scenario,Topography.new IDistanceFunctionCached() {...},22,0,0,0,3,0,3,0,3,0
VadereState,org.vadere.state.scenario,Topography.new IDistanceFunctionCached() {...},29,6,0,0,6,1,3,1,3,1
VadereState,org.vadere.state.scenario,DynamicElement,0,3,0,0,0,1,0,1,0,1
VadereState,org.vadere.state.psychology,PsychologyStatus,71,25,4,0,18,10,11,3,9,3
VadereState,org.vadere.state.psychology,KnowledgeBase,0,88,1,3,0,14,1,14,0,13
VadereState,org.vadere.state.attributes.scenario,AttributesTargetChanger,190,0,0,0,41,0,16,0,16,0
VadereState,org.vadere.state.attributes.scenario,AttributesAgent,158,59,0,0,50,21,17,8,17,8
VadereState,org.vadere.state.attributes.scenario,AttributesTarget,164,91,0,0,30,41,14,11,14,11
VadereState,org.vadere.state.attributes.scenario,AttributesObstacle,49,41,9,5,11,11,13,3,6,3
VadereState,org.vadere.state.attributes.scenario,AttributesDynamicElement,13,6,0,0,6,3,3,1,3,1
VadereState,org.vadere.state.attributes.scenario,AttributesSource,230,63,0,0,58,19,28,4,28,4
VadereState,org.vadere.state.attributes.scenario,AttributesAbsorbingArea,79,0,0,0,27,0,10,0,10,0
VadereState,org.vadere.state.attributes.scenario,AttributesCar,57,21,2,0,14,7,7,2,6,2
VadereState,org.vadere.state.attributes.scenario,AttributesAgent.WalkingDirectionCalculation,0,21,0,0,0,4,0,1,0,1
VadereState,org.vadere.state.attributes.scenario,AttributesStairs,71,28,2,0,18,8,6,4,5,4
VadereState,org.vadere.state.attributes.scenario,AttributesMeasurementArea,84,0,12,0,23,0,15,0,9,0
VadereState,org.vadere.state.attributes.scenario,SourceTestAttributesBuilder,198,175,0,2,59,35,19,6,19,5
VadereState,org.vadere.state.attributes.scenario,AttributesTopography,21,24,0,0,9,6,5,2,5,2
VadereState,org.vadere.state.attributes.scenario,AttributesTeleporter,23,0,0,0,5,0,3,0,3,0
VadereState,org.vadere.state.util,StateJsonConverter.new TypeReference() {...},0,3,0,0,0,1,0,1,0,1
VadereState,org.vadere.state.util,JacksonObjectMapper.VRectangleStore,0,40,0,0,0,9,0,3,0,3
VadereState,org.vadere.state.util,JacksonObjectMapper.new JsonDeserializer() {...},8,14,1,1,2,3,1,2,0,2
VadereState,org.vadere.state.util,JacksonObjectMapper.new JsonDeserializer() {...},7,6,0,0,1,1,1,1,1,1
VadereState,org.vadere.state.util,JacksonObjectMapper.new JsonSerializer() {...},41,6,4,0,9,1,4,1,1,1
VadereState,org.vadere.state.util,JacksonObjectMapper.new JsonDeserializer() {...},27,6,2,0,5,1,2,1,1,1
VadereState,org.vadere.state.util,JacksonObjectMapper.new JsonSerializer() {...},0,13,0,0,0,3,0,2,0,2
VadereState,org.vadere.state.util,JacksonObjectMapper.new JsonDeserializer() {...},10,37,2,2,2,6,2,3,0,2
VadereState,org.vadere.state.util,Views.CacheViewExclude,3,0,0,0,1,0,1,0,1,0
VadereState,org.vadere.state.util,TextOutOfNodeException,4,0,0,0,2,0,1,0,1,0
VadereState,org.vadere.state.util,JacksonObjectMapper.Polygon2DStore,10,10,0,0,3,3,1,2,1,2
VadereState,org.vadere.state.util,StateJsonConverter,867,115,24,3,166,32,77,7,60,6
VadereState,org.vadere.state.util,JacksonObjectMapper,0,113,0,0,0,19,0,3,0,3
VadereState,org.vadere.state.util,Views,3,0,0,0,1,0,1,0,1,0
VadereState,org.vadere.state.util,JacksonObjectMapper.CircleStore,28,0,0,0,7,0,3,0,3,0
VadereState,org.vadere.state.util,Views.CacheView,3,0,0,0,1,0,1,0,1,0
VadereState,org.vadere.state.util,StateJsonConverter.TopographyStore,61,0,0,0,13,0,1,0,1,0
VadereState,org.vadere.state.simulation,FootstepHistory,50,194,4,16,8,39,9,18,5,12
VadereState,org.vadere.state.simulation,VTrajectory,523,14,73,1,97,4,66,2,29,2
VadereState,org.vadere.state.simulation,Step,178,0,20,0,35,0,27,0,17,0
VadereState,org.vadere.state.simulation,Trajectory,622,0,70,0,97,0,84,0,49,0
VadereState,org.vadere.state.simulation,FootStep,285,134,8,10,35,30,15,14,9,11
VadereState,org.vadere.state.simulation,InformationDegree,48,0,2,0,10,0,4,0,3,0
